cve_ent	cve_mun	munid	municipio	estado	nombre
20	259	366	San Miguel Ahuehuetitlán	Oaxaca	San Miguel Ahuehuetitlán (Oaxaca)
12	3	367	Ajuchitlán del Progreso	Guerrero	Ajuchitlán del Progreso (Guerrero)
8	13	368	Casas Grandes	Chihuahua	Casas Grandes (Chihuahua)
20	167	369	San José del Peñasco	Oaxaca	San José del Peñasco (Oaxaca)
20	314	370	San Pedro Juchatengo	Oaxaca	San Pedro Juchatengo (Oaxaca)
21	32	371	Cohetzala	Puebla	Cohetzala (Puebla)
7	46	372	Jiquipilas	Chiapas	Jiquipilas (Chiapas)
26	15	373	Bavispe	Sonora	Bavispe (Sonora)
5	9	374	Francisco I. Madero	Coahuila	Francisco I. Madero (Coahuila de Zaragoza)
20	244	375	San Martín Toxpalan	Oaxaca	San Martín Toxpalan (Oaxaca)
20	260	376	San Miguel Aloápam	Oaxaca	San Miguel Aloápam (Oaxaca)
32	49	377	Valparaíso	Zacatecas	Valparaíso (Zacatecas)
13	2	378	Acaxochitlán	Hidalgo	Acaxochitlán (Hidalgo)
23	9	379	Tulum	Quintana Roo	Tulum (Quintana Roo)
29	15	380	Ixtacuixtla de Mariano Matamoros	Tlaxcala	Ixtacuixtla de Mariano Matamoros (Tlaxcala)
20	122	381	San Bartolo Yautepec	Oaxaca	San Bartolo Yautepec (Oaxaca)
24	34	382	San Vicente Tancuayalab	San Luis Potosí	San Vicente Tancuayalab (San Luis Potosí)
15	116	383	Zacazonapan	México	Zacazonapan (México)
14	4	384	Amacueca	Jalisco	Amacueca (Jalisco)
20	437	385	Santa María Tlahuitoltepec	Oaxaca	Santa María Tlahuitoltepec (Oaxaca)
16	1	386	Acuitzio	Michoacán	Acuitzio (Michoacán de Ocampo)
8	48	387	Namiquipa	Chihuahua	Namiquipa (Chihuahua)
29	42	388	Xicohtzinco	Tlaxcala	Xicohtzinco (Tlaxcala)
20	290	389	San Nicolás Hidalgo	Oaxaca	San Nicolás Hidalgo (Oaxaca)
20	3	390	Asunción Cacalotepec	Oaxaca	Asunción Cacalotepec (Oaxaca)
31	32	391	Espita	Yucatán	Espita (Yucatán)
16	19	392	Cotija	Michoacán	Cotija (Michoacán de Ocampo)
20	407	393	Santa María Chimalapa	Oaxaca	Santa María Chimalapa (Oaxaca)
1	6	394	Pabellón de Arteaga	Aguascalientes	Pabellón de Arteaga (Aguascalientes)
20	420	395	Santa María Lachixío	Oaxaca	Santa María Lachixío (Oaxaca)
30	203	396	Zozocolco de Hidalgo	Veracruz	Zozocolco de Hidalgo (Veracruz de Ignacio de la Llave)
20	481	397	Santiago Nuyoó	Oaxaca	Santiago Nuyoó (Oaxaca)
26	42	398	Navojoa	Sonora	Navojoa (Sonora)
27	13	399	Nacajuca	Tabasco	Nacajuca (Tabasco)
20	71	400	Pluma Hidalgo	Oaxaca	Pluma Hidalgo (Oaxaca)
21	135	401	San Miguel Ixitlán	Puebla	San Miguel Ixitlán (Puebla)
14	28	402	Cuautla	Jalisco	Cuautla (Jalisco)
7	69	403	Pijijiapan	Chiapas	Pijijiapan (Chiapas)
14	85	404	Tamazula de Gordiano	Jalisco	Tamazula de Gordiano (Jalisco)
15	125	405	Tonanitla	México	Tonanitla (México)
21	72	406	Huehuetla	Puebla	Huehuetla (Puebla)
16	80	407	Senguio	Michoacán	Senguio (Michoacán de Ocampo)
5	24	408	Parras	Coahuila	Parras (Coahuila de Zaragoza)
28	42	409	Villagrán	Tamaulipas	Villagrán (Tamaulipas)
7	11	410	Bella Vista	Chiapas	Bella Vista (Chiapas)
21	26	411	Calpan	Puebla	Calpan (Puebla)
20	527	412	Santos Reyes Pápalo	Oaxaca	Santos Reyes Pápalo (Oaxaca)
12	63	413	Tlacoapa	Guerrero	Tlacoapa (Guerrero)
30	43	414	Comapa	Veracruz	Comapa (Veracruz de Ignacio de la Llave)
15	23	415	Coyotepec	México	Coyotepec (México)
30	82	416	Ixhuatlán del Sureste	Veracruz	Ixhuatlán del Sureste (Veracruz de Ignacio de la Llave)
13	38	417	Mineral del Chico	Hidalgo	Mineral del Chico (Hidalgo)
15	111	418	Villa de Allende	México	Villa de Allende (México)
21	182	419	Tlanepantla	Puebla	Tlanepantla (Puebla)
14	113	420	San Gabriel	Jalisco	San Gabriel (Jalisco)
15	66	421	Otzoloapan	México	Otzoloapan (México)
20	302	422	San Pedro Atoyac	Oaxaca	San Pedro Atoyac (Oaxaca)
21	139	423	San Pablo Anicano	Puebla	San Pablo Anicano (Puebla)
8	27	424	Guachochi	Chihuahua	Guachochi (Chihuahua)
19	19	425	San Pedro Garza García	Nuevo León	San Pedro Garza García (Nuevo León)
32	34	426	Nochistlán de Mejía	Zacatecas	Nochistlán de Mejía (Zacatecas)
28	15	427	Gustavo Díaz Ordaz	Tamaulipas	Gustavo Díaz Ordaz (Tamaulipas)
12	71	428	Xochistlahuaca	Guerrero	Xochistlahuaca (Guerrero)
20	261	429	San Miguel Amatitlán	Oaxaca	San Miguel Amatitlán (Oaxaca)
24	49	430	Villa de Ramos	San Luis Potosí	Villa de Ramos (San Luis Potosí)
30	70	431	Hidalgotitlán	Veracruz	Hidalgotitlán (Veracruz de Ignacio de la Llave)
19	1	432	Abasolo	Nuevo León	Abasolo (Nuevo León)
7	40	433	Huixtla	Chiapas	Huixtla (Chiapas)
7	75	434	Las Rosas	Chiapas	Las Rosas (Chiapas)
8	67	435	Valle de Zaragoza	Chihuahua	Valle de Zaragoza (Chihuahua)
20	63	436	Nazareno Etla	Oaxaca	Nazareno Etla (Oaxaca)
30	6	437	Acultzingo	Veracruz	Acultzingo (Veracruz de Ignacio de la Llave)
31	26	438	Dzemul	Yucatán	Dzemul (Yucatán)
31	72	439	Suma	Yucatán	Suma (Yucatán)
17	3	440	Axochiapan	Morelos	Axochiapan (Morelos)
32	28	441	Mezquital del Oro	Zacatecas	Mezquital del Oro (Zacatecas)
12	55	442	Taxco de Alarcón	Guerrero	Taxco de Alarcón (Guerrero)
30	115	443	Nogales	Veracruz	Nogales (Veracruz de Ignacio de la Llave)
31	97	444	Tunkás	Yucatán	Tunkás (Yucatán)
15	18	445	Calimaya	México	Calimaya (México)
19	12	446	Ciénega de Flores	Nuevo León	Ciénega de Flores (Nuevo León)
7	107	447	Villa Corzo	Chiapas	Villa Corzo (Chiapas)
24	4	448	Armadillo de los Infante	San Luis Potosí	Armadillo de los Infante (San Luis Potosí)
15	83	449	Temamatla	México	Temamatla (México)
21	29	450	Caxhuacan	Puebla	Caxhuacan (Puebla)
7	36	451	La Grandeza	Chiapas	La Grandeza (Chiapas)
20	411	452	Santa María Guelacé	Oaxaca	Santa María Guelacé (Oaxaca)
20	55	453	Mariscala de Juárez	Oaxaca	Mariscala de Juárez (Oaxaca)
20	103	454	San Antonino Castillo Velasco	Oaxaca	San Antonino Castillo Velasco (Oaxaca)
8	33	455	Huejotitán	Chihuahua	Huejotitán (Chihuahua)
1	7	456	Rincón de Romos	Aguascalientes	Rincón de Romos (Aguascalientes)
21	130	457	San Juan Atenco	Puebla	San Juan Atenco (Puebla)
30	192	458	Vega de Alatorre	Veracruz	Vega de Alatorre (Veracruz de Ignacio de la Llave)
20	434	459	Santa María Teopoxco	Oaxaca	Santa María Teopoxco (Oaxaca)
14	34	460	Ejutla	Jalisco	Ejutla (Jalisco)
20	307	461	San Pedro Huamelula	Oaxaca	San Pedro Huamelula (Oaxaca)
24	45	462	Venado	San Luis Potosí	Venado (San Luis Potosí)
5	16	463	Lamadrid	Coahuila	Lamadrid (Coahuila de Zaragoza)
21	161	464	Tepanco de López	Puebla	Tepanco de López (Puebla)
7	37	465	Huehuetán	Chiapas	Huehuetán (Chiapas)
31	29	466	Dzilam González	Yucatán	Dzilam González (Yucatán)
25	3	467	Badiraguato	Sinaloa	Badiraguato (Sinaloa)
22	4	468	Cadereyta de Montes	Querétaro	Cadereyta de Montes (Querétaro)
21	129	469	San José Miahuatlán	Puebla	San José Miahuatlán (Puebla)
30	54	470	Chacaltianguis	Veracruz	Chacaltianguis (Veracruz de Ignacio de la Llave)
21	97	471	Mixtla	Puebla	Mixtla (Puebla)
20	56	472	Mártires de Tacubaya	Oaxaca	Mártires de Tacubaya (Oaxaca)
20	511	473	Santo Domingo Nuxaá	Oaxaca	Santo Domingo Nuxaá (Oaxaca)
4	10	474	Calakmul	Campeche	Calakmul (Campeche)
29	57	475	Santa Apolonia Teacalco	Tlaxcala	Santa Apolonia Teacalco (Tlaxcala)
20	523	476	Santo Domingo Yanhuitlán	Oaxaca	Santo Domingo Yanhuitlán (Oaxaca)
8	35	477	Janos	Chihuahua	Janos (Chihuahua)
13	30	478	Ixmiquilpan	Hidalgo	Ixmiquilpan (Hidalgo)
7	5	479	Amatán	Chiapas	Amatán (Chiapas)
32	45	480	Tepechitlán	Zacatecas	Tepechitlán (Zacatecas)
20	239	481	San Martín Huamelúlpam	Oaxaca	San Martín Huamelúlpam (Oaxaca)
15	101	482	Tianguistenco	México	Tianguistenco (México)
30	112	483	Naolinco	Veracruz	Naolinco (Veracruz de Ignacio de la Llave)
21	81	484	Ixcamilpa de Guerrero	Puebla	Ixcamilpa de Guerrero (Puebla)
15	20	485	Coacalco de Berriozábal	México	Coacalco de Berriozábal (México)
30	74	486	Huiloapan de Cuauhtémoc	Veracruz	Huiloapan de Cuauhtémoc (Veracruz de Ignacio de la Llave)
20	304	487	San Pedro Coxcaltepec Cántaros	Oaxaca	San Pedro Coxcaltepec Cántaros (Oaxaca)
26	57	488	San Pedro de la Cueva	Sonora	San Pedro de la Cueva (Sonora)
21	196	489	Xayacatlán de Bravo	Puebla	Xayacatlán de Bravo (Puebla)
20	276	490	San Miguel Santa Flor	Oaxaca	San Miguel Santa Flor (Oaxaca)
16	86	491	Tanhuato	Michoacán	Tanhuato (Michoacán de Ocampo)
11	14	492	Dolores Hidalgo Cuna de la Independencia Nacional	Guanajuato	Dolores Hidalgo Cuna de la Independencia Nacional (Guanajuato)
16	12	493	Buenavista	Michoacán	Buenavista (Michoacán de Ocampo)
15	87	494	Temoaya	México	Temoaya (México)
14	49	495	Jilotlán de los Dolores	Jalisco	Jilotlán de los Dolores (Jalisco)
30	64	496	Chumatlán	Veracruz	Chumatlán (Veracruz de Ignacio de la Llave)
15	118	497	Zinacantepec	México	Zinacantepec (México)
31	81	498	Tekom	Yucatán	Tekom (Yucatán)
6	4	499	Coquimatlán	Colima	Coquimatlán (Colima)
12	56	500	Tecoanapa	Guerrero	Tecoanapa (Guerrero)
21	152	501	Soltepec	Puebla	Soltepec (Puebla)
32	4	502	Benito Juárez	Zacatecas	Benito Juárez (Zacatecas)
30	120	503	Oteapan	Veracruz	Oteapan (Veracruz de Ignacio de la Llave)
30	7	504	Camarón de Tejeda	Veracruz	Camarón de Tejeda (Veracruz de Ignacio de la Llave)
14	90	505	Tenamaxtlán	Jalisco	Tenamaxtlán (Jalisco)
8	60	506	Santa Bárbara	Chihuahua	Santa Bárbara (Chihuahua)
7	41	507	La Independencia	Chiapas	La Independencia (Chiapas)
24	28	508	San Luis Potosí	San Luis Potosí	San Luis Potosí (San Luis Potosí)
30	193	509	Veracruz	Veracruz	Veracruz (Veracruz de Ignacio de la Llave)
20	148	510	San Francisco Ozolotepec	Oaxaca	San Francisco Ozolotepec (Oaxaca)
8	10	511	Buenaventura	Chihuahua	Buenaventura (Chihuahua)
28	1	512	Abasolo	Tamaulipas	Abasolo (Tamaulipas)
21	186	513	Tlatlauquitepec	Puebla	Tlatlauquitepec (Puebla)
20	435	514	Santa María Tepantlali	Oaxaca	Santa María Tepantlali (Oaxaca)
21	183	515	Tlaola	Puebla	Tlaola (Puebla)
19	15	516	Doctor Coss	Nuevo León	Doctor Coss (Nuevo León)
31	34	517	Hocabá	Yucatán	Hocabá (Yucatán)
28	19	518	Llera	Tamaulipas	Llera (Tamaulipas)
16	76	519	Sahuayo	Michoacán	Sahuayo (Michoacán de Ocampo)
30	24	520	Tlaltetela	Veracruz	Tlaltetela (Veracruz de Ignacio de la Llave)
20	271	521	San Miguel Mixtepec	Oaxaca	San Miguel Mixtepec (Oaxaca)
1	9	522	Tepezalá	Aguascalientes	Tepezalá (Aguascalientes)
20	194	523	San Juan del Río	Oaxaca	San Juan del Río (Oaxaca)
20	389	524	Santa Inés Yatzeche	Oaxaca	Santa Inés Yatzeche (Oaxaca)
20	354	525	Santa Ana Ateixtlahuaca	Oaxaca	Santa Ana Ateixtlahuaca (Oaxaca)
20	536	526	San Vicente Nuñú	Oaxaca	San Vicente Nuñú (Oaxaca)
14	29	527	Cuquío	Jalisco	Cuquío (Jalisco)
32	26	528	Mazapil	Zacatecas	Mazapil (Zacatecas)
20	114	529	San Baltazar Yatzachi el Bajo	Oaxaca	San Baltazar Yatzachi el Bajo (Oaxaca)
21	34	530	Coronango	Puebla	Coronango (Puebla)
16	98	531	Tuxpan	Michoacán	Tuxpan (Michoacán de Ocampo)
18	2	532	Ahuacatlán	Nayarit	Ahuacatlán (Nayarit)
30	77	533	Isla	Veracruz	Isla (Veracruz de Ignacio de la Llave)
15	46	534	Jilotzingo	México	Jilotzingo (México)
16	84	535	Tangamandapio	Michoacán	Tangamandapio (Michoacán de Ocampo)
20	456	536	Santiago Cacaloxtepec	Oaxaca	Santiago Cacaloxtepec (Oaxaca)
20	156	537	San Ildefonso Villa Alta	Oaxaca	San Ildefonso Villa Alta (Oaxaca)
14	97	538	Tlajomulco de Zúñiga	Jalisco	Tlajomulco de Zúñiga (Jalisco)
5	6	539	Castaños	Coahuila	Castaños (Coahuila de Zaragoza)
10	17	540	Ocampo	Durango	Ocampo (Durango)
7	116	541	Marqués de Comillas	Chiapas	Marqués de Comillas (Chiapas)
19	42	542	Los Ramones	Nuevo León	Los Ramones (Nuevo León)
24	32	543	Santa María del Río	San Luis Potosí	Santa María del Río (San Luis Potosí)
23	6	544	José María Morelos	Quintana Roo	José María Morelos (Quintana Roo)
20	277	545	Villa Sola de Vega	Oaxaca	Villa Sola de Vega (Oaxaca)
16	94	546	Tlazazalca	Michoacán	Tlazazalca (Michoacán de Ocampo)
32	32	547	Morelos	Zacatecas	Morelos (Zacatecas)
12	14	548	Benito Juárez	Guerrero	Benito Juárez (Guerrero)
16	15	549	Coalcomán de Vázquez Pallares	Michoacán	Coalcomán de Vázquez Pallares (Michoacán de Ocampo)
27	10	550	Jalpa de Méndez	Tabasco	Jalpa de Méndez (Tabasco)
14	81	551	Santa María de los Ángeles	Jalisco	Santa María de los Ángeles (Jalisco)
30	52	552	Cuichapa	Veracruz	Cuichapa (Veracruz de Ignacio de la Llave)
9	17	553	Venustiano Carranza	Distrito Federal	Venustiano Carranza (Distrito Federal)
15	40	554	Ixtapan de la Sal	México	Ixtapan de la Sal (México)
15	75	555	San Martín de las Pirámides	México	San Martín de las Pirámides (México)
20	403	556	Santa María Coyotepec	Oaxaca	Santa María Coyotepec (Oaxaca)
20	524	557	Santo Domingo Yodohino	Oaxaca	Santo Domingo Yodohino (Oaxaca)
12	78	558	Cochoapa el Grande	Guerrero	Cochoapa el Grande (Guerrero)
20	466	559	Santiago Ixtayutla	Oaxaca	Santiago Ixtayutla (Oaxaca)
30	9	560	Alto Lucero de Gutiérrez Barrios	Veracruz	Alto Lucero de Gutiérrez Barrios (Veracruz de Ignacio de la Llave)
30	61	561	Las Choapas	Veracruz	Las Choapas (Veracruz de Ignacio de la Llave)
8	39	562	López	Chihuahua	López (Chihuahua)
21	49	563	Chiconcuautla	Puebla	Chiconcuautla (Puebla)
20	181	564	San Juan Bautista Suchitepec	Oaxaca	San Juan Bautista Suchitepec (Oaxaca)
31	90	565	Timucuy	Yucatán	Timucuy (Yucatán)
20	234	566	San Lucas Zoquiápam	Oaxaca	San Lucas Zoquiápam (Oaxaca)
13	65	567	Tetepango	Hidalgo	Tetepango (Hidalgo)
24	26	568	San Antonio	San Luis Potosí	San Antonio (San Luis Potosí)
20	78	569	Rojas de Cuauhtémoc	Oaxaca	Rojas de Cuauhtémoc (Oaxaca)
26	19	570	Cananea	Sonora	Cananea (Sonora)
16	79	571	Salvador Escalante	Michoacán	Salvador Escalante (Michoacán de Ocampo)
20	416	572	Santa María Ixcatlán	Oaxaca	Santa María Ixcatlán (Oaxaca)
21	154	573	Tecamachalco	Puebla	Tecamachalco (Puebla)
20	14	574	Ciudad Ixtepec	Oaxaca	Ciudad Ixtepec (Oaxaca)
26	1	575	Aconchi	Sonora	Aconchi (Sonora)
15	69	576	Papalotla	México	Papalotla (México)
29	19	577	Tepetitla de Lardizábal	Tlaxcala	Tepetitla de Lardizábal (Tlaxcala)
16	42	578	Ixtlán	Michoacán	Ixtlán (Michoacán de Ocampo)
20	497	579	Santiago Yaitepec	Oaxaca	Santiago Yaitepec (Oaxaca)
7	66	580	Pantelhó	Chiapas	Pantelhó (Chiapas)
30	88	581	Jalcomulco	Veracruz	Jalcomulco (Veracruz de Ignacio de la Llave)
21	90	582	Juan C. Bonilla	Puebla	Juan C. Bonilla (Puebla)
30	164	583	Teocelo	Veracruz	Teocelo (Veracruz de Ignacio de la Llave)
7	23	584	Chamula	Chiapas	Chamula (Chiapas)
7	111	585	Zinacantán	Chiapas	Zinacantán (Chiapas)
31	49	586	Mayapán	Yucatán	Mayapán (Yucatán)
29	1	587	Amaxac de Guerrero	Tlaxcala	Amaxac de Guerrero (Tlaxcala)
15	11	588	Atenco	México	Atenco (México)
14	106	589	Tuxcacuesco	Jalisco	Tuxcacuesco (Jalisco)
20	72	590	San José del Progreso	Oaxaca	San José del Progreso (Oaxaca)
24	14	591	Coxcatlán	San Luis Potosí	Coxcatlán (San Luis Potosí)
30	121	592	Ozuluama de Mascareñas	Veracruz	Ozuluama de Mascareñas (Veracruz de Ignacio de la Llave)
31	63	593	Samahil	Yucatán	Samahil (Yucatán)
20	182	594	San Juan Bautista Tlacoatzintepec	Oaxaca	San Juan Bautista Tlacoatzintepec (Oaxaca)
16	47	595	Jungapeo	Michoacán	Jungapeo (Michoacán de Ocampo)
20	474	596	Santiago Llano Grande	Oaxaca	Santiago Llano Grande (Oaxaca)
20	26	597	Chalcatongo de Hidalgo	Oaxaca	Chalcatongo de Hidalgo (Oaxaca)
20	514	598	Santo Domingo Roayaga	Oaxaca	Santo Domingo Roayaga (Oaxaca)
20	135	599	San Felipe Tejalápam	Oaxaca	San Felipe Tejalápam (Oaxaca)
14	105	600	Tototlán	Jalisco	Tototlán (Jalisco)
21	71	601	Huauchinango	Puebla	Huauchinango (Puebla)
20	551	602	Tlacolula de Matamoros	Oaxaca	Tlacolula de Matamoros (Oaxaca)
1	10	603	El Llano	Aguascalientes	El Llano (Aguascalientes)
19	25	604	General Zuazua	Nuevo León	General Zuazua (Nuevo León)
20	548	605	Tepelmeme Villa de Morelos	Oaxaca	Tepelmeme Villa de Morelos (Oaxaca)
8	52	606	Ojinaga	Chihuahua	Ojinaga (Chihuahua)
20	540	607	Villa de Tamazulápam del Progreso	Oaxaca	Villa de Tamazulápam del Progreso (Oaxaca)
21	63	608	Esperanza	Puebla	Esperanza (Puebla)
5	13	609	Hidalgo	Coahuila	Hidalgo (Coahuila de Zaragoza)
12	26	610	Cuetzala del Progreso	Guerrero	Cuetzala del Progreso (Guerrero)
20	346	611	San Sebastián Nicananduta	Oaxaca	San Sebastián Nicananduta (Oaxaca)
11	28	612	Salvatierra	Guanajuato	Salvatierra (Guanajuato)
22	14	613	Querétaro	Querétaro	Querétaro (Querétaro)
12	72	614	Zapotitlán Tablas	Guerrero	Zapotitlán Tablas (Guerrero)
20	451	615	Santiago Apoala	Oaxaca	Santiago Apoala (Oaxaca)
30	95	616	Juchique de Ferrer	Veracruz	Juchique de Ferrer (Veracruz de Ignacio de la Llave)
7	2	617	Acala	Chiapas	Acala (Chiapas)
16	92	618	Tiquicheo de Nicolás Romero	Michoacán	Tiquicheo de Nicolás Romero (Michoacán de Ocampo)
20	139	619	San Francisco Chapulapa	Oaxaca	San Francisco Chapulapa (Oaxaca)
8	9	620	Bocoyna	Chihuahua	Bocoyna (Chihuahua)
8	61	621	Satevó	Chihuahua	Satevó (Chihuahua)
30	39	622	Coatzacoalcos	Veracruz	Coatzacoalcos (Veracruz de Ignacio de la Llave)
20	371	623	Santa Catarina Ticuá	Oaxaca	Santa Catarina Ticuá (Oaxaca)
19	8	624	Bustamante	Nuevo León	Bustamante (Nuevo León)
31	71	625	Sudzal	Yucatán	Sudzal (Yucatán)
13	46	626	San Felipe Orizatlán	Hidalgo	San Felipe Orizatlán (Hidalgo)
16	21	627	Charapan	Michoacán	Charapan (Michoacán de Ocampo)
14	59	628	Mazamitla	Jalisco	Mazamitla (Jalisco)
11	4	629	Apaseo el Alto	Guanajuato	Apaseo el Alto (Guanajuato)
19	47	630	Hidalgo	Nuevo León	Hidalgo (Nuevo León)
5	27	631	Ramos Arizpe	Coahuila	Ramos Arizpe (Coahuila de Zaragoza)
15	65	632	Otumba	México	Otumba (México)
21	122	633	San Felipe Teotlalcingo	Puebla	San Felipe Teotlalcingo (Puebla)
4	7	634	Palizada	Campeche	Palizada (Campeche)
30	104	635	Mecayapan	Veracruz	Mecayapan (Veracruz de Ignacio de la Llave)
31	3	636	Akil	Yucatán	Akil (Yucatán)
20	32	637	Fresnillo de Trujano	Oaxaca	Fresnillo de Trujano (Oaxaca)
21	167	638	Tepetzintla	Puebla	Tepetzintla (Puebla)
30	144	639	Sayula de Alemán	Veracruz	Sayula de Alemán (Veracruz de Ignacio de la Llave)
20	482	640	Santiago Pinotepa Nacional	Oaxaca	Santiago Pinotepa Nacional (Oaxaca)
13	75	641	Tolcayuca	Hidalgo	Tolcayuca (Hidalgo)
13	40	642	La Misión	Hidalgo	La Misión (Hidalgo)
20	285	643	San Miguel Tlacamama	Oaxaca	San Miguel Tlacamama (Oaxaca)
20	299	644	San Pablo Yaganiza	Oaxaca	San Pablo Yaganiza (Oaxaca)
11	45	645	Xichú	Guanajuato	Xichú (Guanajuato)
30	10	646	Altotonga	Veracruz	Altotonga (Veracruz de Ignacio de la Llave)
29	58	647	Santa Catarina Ayometla	Tlaxcala	Santa Catarina Ayometla (Tlaxcala)
16	25	648	Chilchota	Michoacán	Chilchota (Michoacán de Ocampo)
17	29	649	Yautepec	Morelos	Yautepec (Morelos)
20	231	650	San Lucas Camotlán	Oaxaca	San Lucas Camotlán (Oaxaca)
7	38	651	Huixtán	Chiapas	Huixtán (Chiapas)
13	11	652	Atlapexco	Hidalgo	Atlapexco (Hidalgo)
16	8	653	Aquila	Michoacán	Aquila (Michoacán de Ocampo)
27	9	654	Jalapa	Tabasco	Jalapa (Tabasco)
8	24	655	Santa Isabel	Chihuahua	Santa Isabel (Chihuahua)
19	21	656	General Escobedo	Nuevo León	General Escobedo (Nuevo León)
12	32	657	General Heliodoro Castillo	Guerrero	General Heliodoro Castillo (Guerrero)
32	14	658	General Francisco R. Murguía	Zacatecas	General Francisco R. Murguía (Zacatecas)
20	526	659	Santos Reyes Nopala	Oaxaca	Santos Reyes Nopala (Oaxaca)
26	58	660	Santa Ana	Sonora	Santa Ana (Sonora)
21	3	661	Acatlán	Puebla	Acatlán (Puebla)
20	479	662	Santiago Nejapilla	Oaxaca	Santiago Nejapilla (Oaxaca)
13	69	663	Tizayuca	Hidalgo	Tizayuca (Hidalgo)
13	18	664	Chapulhuacán	Hidalgo	Chapulhuacán (Hidalgo)
20	113	665	San Baltazar Loxicha	Oaxaca	San Baltazar Loxicha (Oaxaca)
13	83	666	Zempoala	Hidalgo	Zempoala (Hidalgo)
20	341	667	San Pedro Yucunama	Oaxaca	San Pedro Yucunama (Oaxaca)
8	7	668	Balleza	Chihuahua	Balleza (Chihuahua)
21	106	669	Ocoyucan	Puebla	Ocoyucan (Puebla)
28	17	670	Jaumave	Tamaulipas	Jaumave (Tamaulipas)
7	50	671	La Libertad	Chiapas	La Libertad (Chiapas)
20	541	672	Tanetze de Zaragoza	Oaxaca	Tanetze de Zaragoza (Oaxaca)
30	60	673	Chinampa de Gorostiza	Veracruz	Chinampa de Gorostiza (Veracruz de Ignacio de la Llave)
21	170	674	Tepeyahualco	Puebla	Tepeyahualco (Puebla)
21	205	675	Yehualtepec	Puebla	Yehualtepec (Puebla)
20	85	676	San Agustín Loxicha	Oaxaca	San Agustín Loxicha (Oaxaca)
20	565	677	Villa de Zaachila	Oaxaca	Villa de Zaachila (Oaxaca)
20	28	678	Heroica Ciudad de Ejutla de Crespo	Oaxaca	Heroica Ciudad de Ejutla de Crespo (Oaxaca)
20	414	679	Santa María Huazolotitlán	Oaxaca	Santa María Huazolotitlán (Oaxaca)
30	93	680	Jilotepec	Veracruz	Jilotepec (Veracruz de Ignacio de la Llave)
14	71	681	San Cristóbal de la Barranca	Jalisco	San Cristóbal de la Barranca (Jalisco)
21	105	682	Ocotepec	Puebla	Ocotepec (Puebla)
30	179	683	Tlacotepec de Mejía	Veracruz	Tlacotepec de Mejía (Veracruz de Ignacio de la Llave)
30	117	684	Omealca	Veracruz	Omealca (Veracruz de Ignacio de la Llave)
31	106	685	Yobaín	Yucatán	Yobaín (Yucatán)
20	445	686	Santa María Yosoyúa	Oaxaca	Santa María Yosoyúa (Oaxaca)
16	53	687	Morelia	Michoacán	Morelia (Michoacán de Ocampo)
30	206	688	Nanchital de Lázaro Cárdenas del Río	Veracruz	Nanchital de Lázaro Cárdenas del Río (Veracruz de Ignacio de la Llave)
7	22	689	Chalchihuitán	Chiapas	Chalchihuitán (Chiapas)
20	500	690	Santiago Yosondúa	Oaxaca	Santiago Yosondúa (Oaxaca)
30	35	691	Citlaltépetl	Veracruz	Citlaltépetl (Veracruz de Ignacio de la Llave)
24	56	692	Villa de Arista	San Luis Potosí	Villa de Arista (San Luis Potosí)
14	63	693	Ocotlán	Jalisco	Ocotlán (Jalisco)
31	105	694	Yaxkukul	Yucatán	Yaxkukul (Yucatán)
11	26	695	Romita	Guanajuato	Romita (Guanajuato)
32	55	696	Villanueva	Zacatecas	Villanueva (Zacatecas)
12	28	697	Chilapa de Álvarez	Guerrero	Chilapa de Álvarez (Guerrero)
10	1	698	Canatlán	Durango	Canatlán (Durango)
19	51	699	Villaldama	Nuevo León	Villaldama (Nuevo León)
8	64	700	El Tule	Chihuahua	El Tule (Chihuahua)
10	19	701	Otáez	Durango	Otáez (Durango)
14	122	702	Zapotitlán de Vadillo	Jalisco	Zapotitlán de Vadillo (Jalisco)
13	20	703	Eloxochitlán	Hidalgo	Eloxochitlán (Hidalgo)
18	5	704	Huajicori	Nayarit	Huajicori (Nayarit)
30	33	705	Cazones de Herrera	Veracruz	Cazones de Herrera (Veracruz de Ignacio de la Llave)
27	7	706	Emiliano Zapata	Tabasco	Emiliano Zapata (Tabasco)
21	59	707	Chinantla	Puebla	Chinantla (Puebla)
16	108	708	Zamora	Michoacán	Zamora (Michoacán de Ocampo)
7	89	709	Tapachula	Chiapas	Tapachula (Chiapas)
24	55	710	Zaragoza	San Luis Potosí	Zaragoza (San Luis Potosí)
32	56	711	Zacatecas	Zacatecas	Zacatecas (Zacatecas)
12	4	712	Alcozauca de Guerrero	Guerrero	Alcozauca de Guerrero (Guerrero)
8	54	713	Riva Palacio	Chihuahua	Riva Palacio (Chihuahua)
15	30	714	Chiconcuac	México	Chiconcuac (México)
20	100	715	San Andrés Yaá	Oaxaca	San Andrés Yaá (Oaxaca)
20	45	716	Magdalena Apasco	Oaxaca	Magdalena Apasco (Oaxaca)
20	569	717	Santa Inés de Zaragoza	Oaxaca	Santa Inés de Zaragoza (Oaxaca)
31	59	718	Progreso	Yucatán	Progreso (Yucatán)
26	17	719	Caborca	Sonora	Caborca (Sonora)
5	31	720	San Buenaventura	Coahuila	San Buenaventura (Coahuila de Zaragoza)
11	32	721	San José Iturbide	Guanajuato	San José Iturbide (Guanajuato)
