"gid"	"nombre"	"nombre_dec"	"tipo"	"entidad"	"fecha_dec"	"cat_orig"	"cat_dec"	"sub_catego"	"supha_dec"	"ha_orig"	"area_orig"	"perim_orig"	"mun_orig"	"mun_dec"	"mun_2010"	"fuente"	"decretos"	"cov_"	"cov_id"	"maxsimptol"	"minsimptol"	"anpestid"
"141"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.5300"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"140"	"141"	"50.00000000000"	"25.00000000000"	"143"
"142"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"2.5890"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"141"	"142"	"50.00000000000"	"25.00000000000"	"144"
"143"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.8900"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"142"	"143"	"50.00000000000"	"50.00000000000"	"145"
"144"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.2300"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"143"	"144"	"50.00000000000"	"50.00000000000"	"146"
"148"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.2940"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"147"	"148"	"50.00000000000"	"50.00000000000"	"150"
"149"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.7280"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"148"	"149"	"50.00000000000"	"50.00000000000"	"151"
"150"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.3160"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"149"	"150"	"50.00000000000"	"50.00000000000"	"152"
"151"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.1990"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"150"	"151"	"50.00000000000"	"50.00000000000"	"153"
"152"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.3300"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"151"	"152"	"50.00000000000"	"50.00000000000"	"154"
"153"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"1.4180"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"152"	"153"	"50.00000000000"	"50.00000000000"	"155"
"155"	"Tercera Seccion del Bosque de Chapultepec I"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"1.5370"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"154"	"155"	"50.00000000000"	"50.00000000000"	"156"
"156"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"2.7020"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"155"	"156"	"50.00000000000"	"50.00000000000"	"157"
"157"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.3340"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"156"	"157"	"50.00000000000"	"50.00000000000"	"158"
"158"	"Tercera Seccion del Bosque de Chapultepec I"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"0.4930"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"157"	"158"	"50.00000000000"	"50.00000000000"	"159"
"159"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.0590"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"158"	"159"	"50.00000000000"	"50.00000000000"	"160"
"160"	"Tercera Seccion del Bosque de Chapultepec I"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"10.5940"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"159"	"160"	"50.00000000000"	"25.00000000000"	"161"
"161"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"5.8140"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"160"	"161"	"50.00000000000"	"50.00000000000"	"162"
"162"	"Tercera Seccion del Bosque de Chapultepec I"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"5.3690"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"161"	"162"	"50.00000000000"	"50.00000000000"	"163"
"163"	"Tercera Seccion del Bosque de Chapultepec II"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"10.0260"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"162"	"163"	"50.00000000000"	"50.00000000000"	"164"
"164"	"Tercera Seccion del Bosque de Chapultepec I"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"20.5110"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"163"	"164"	"50.00000000000"	"50.00000000000"	"165"
"165"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"2.9050"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"164"	"165"	"50.00000000000"	"50.00000000000"	"166"
"166"	"Tercera Seccion del Bosque de Chapultepec I"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"1.3960"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"165"	"166"	"50.00000000000"	"50.00000000000"	"167"
"167"	"Tercera Seccion del Bosque de Chapultepec I"	"Tercera Sección del Bosque de Chapultepec"	"Estatal"	"Distrito Federal"	"10/6/1992"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"141.6046"	"0.5920"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"166"	"167"	"50.00000000000"	"50.00000000000"	"168"
"168"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"2.0690"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Miguel Hidalgo"	"Participación Ambiental"	"1"	"167"	"168"	"50.00000000000"	"50.00000000000"	"169"
"169"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"1.9890"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Cuajimalpa de Morelos, Miguel Hidalgo"	"Participación Ambiental"	"1"	"168"	"169"	"50.00000000000"	"50.00000000000"	"170"
"170"	"Bosques de las Lomas"	""	"Estatal"	"Distrito Federal"	"10/8/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"26.4000"	"0.7910"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Miguel Hidalgo"	"Cuajimalpa de Morelos, Miguel Hidalgo"	"Participación Ambiental"	"1"	"169"	"170"	"50.00000000000"	"50.00000000000"	"171"
"171"	"Sierra de Santa Catarina II"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona de Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"105.8540"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa, Tláhuac"	"Participación Ambiental"	"1"	"170"	"171"	"50.00000000000"	"50.00000000000"	"172"
"172"	"Sierra de Santa Catarina II"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona de Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"58.9900"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa"	"Participación Ambiental"	"1"	"171"	"172"	"50.00000000000"	"50.00000000000"	"173"
"173"	"Sierra de Santa Catarina II"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona de Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"28.9170"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa"	"Participación Ambiental"	"1"	"172"	"173"	"50.00000000000"	"50.00000000000"	"174"
"174"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"9.0030"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa"	"Participación Ambiental"	"1"	"173"	"174"	"50.00000000000"	"50.00000000000"	"175"
"175"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"33.0960"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa"	"Participación Ambiental"	"1"	"174"	"175"	"50.00000000000"	"50.00000000000"	"176"
"176"	"Sierra de Santa Catarina II"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona de Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"0.1030"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa"	"Participación Ambiental"	"1"	"175"	"176"	"50.00000000000"	"50.00000000000"	"177"
"177"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"37.0630"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa, Tláhuac"	"Participación Ambiental"	"1"	"176"	"177"	"50.00000000000"	"50.00000000000"	"178"
"178"	"Sierra de Santa Catarina II"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona de Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"0.1220"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa"	"Participación Ambiental"	"1"	"177"	"178"	"50.00000000000"	"50.00000000000"	"179"
"179"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"13.2570"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa, Tláhuac"	"Participación Ambiental"	"1"	"178"	"179"	"50.00000000000"	"25.00000000000"	"180"
"180"	"Sierra de Santa Catarina II"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona de Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"25.3010"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa, Tláhuac"	"Participación Ambiental"	"1"	"179"	"180"	"50.00000000000"	"25.00000000000"	"181"
"181"	"Sierra de Santa Catarina II"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona de Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"0.2270"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa, Tláhuac"	"Participación Ambiental"	"1"	"180"	"181"	"25.00000000000"	"25.00000000000"	"182"
"182"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"1.8370"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"181"	"182"	"50.00000000000"	"50.00000000000"	"183"
"183"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"0.1920"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"182"	"183"	"25.00000000000"	"25.00000000000"	"184"
"184"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"14.8480"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"183"	"184"	"50.00000000000"	"50.00000000000"	"185"
"185"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"2.9990"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"184"	"185"	"50.00000000000"	"50.00000000000"	"186"
"186"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"212.2500"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"185"	"186"	"50.00000000000"	"50.00000000000"	"187"
"187"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"23.1220"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Iztapalapa, Tláhuac"	"Participación Ambiental"	"1"	"186"	"187"	"50.00000000000"	"50.00000000000"	"188"
"188"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"25.8280"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"187"	"188"	"50.00000000000"	"50.00000000000"	"189"
"189"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"138.4430"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"188"	"189"	"50.00000000000"	"50.00000000000"	"190"
"190"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"0.2190"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"189"	"190"	"50.00000000000"	"50.00000000000"	"191"
"191"	"Sierra de Santa Catarina I"	"Sierra de Santa Catarina"	"Estatal"	"Distrito Federal"	"3/11/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"576.3300"	"13.2440"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Iztapalapa, Delegación Tláhuac"	"Tláhuac"	"Participación Ambiental"	"1"	"190"	"191"	"50.00000000000"	"50.00000000000"	"192"
"192"	"Bosque de Tlalpan"	""	"Estatal"	"Distrito Federal"	"17/6/2011"	"Zona de Preservación Ecológica"	"Zona Ecológica y Cultural"	"Sin dato"	"252.8600"	"250.5990"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan"	"Tlalpan"	"Participación Ambiental"	"1"	"191"	"192"	"50.00000000000"	"50.00000000000"	"193"
"193"	"Parque Ecológico de la Ciudad de México"	""	"Estatal"	"Distrito Federal"	"28/6/1989"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"727.6142"	"633.9310"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan"	"Tlalpan"	"Participación Ambiental"	"1"	"192"	"193"	"50.00000000000"	"0.00152587891"	"194"
"194"	"Parque Ecológico de la Ciudad de México"	""	"Estatal"	"Distrito Federal"	"28/6/1989"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"727.6142"	"78.7220"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan"	"Tlalpan"	"Participación Ambiental"	"1"	"193"	"194"	"50.00000000000"	"50.00000000000"	"195"
"195"	"Parque Ecológico de la Ciudad de México"	""	"Estatal"	"Distrito Federal"	"28/6/1989"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"727.6142"	"11.5790"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan"	"Tlalpan"	"Participación Ambiental"	"1"	"194"	"195"	"50.00000000000"	"50.00000000000"	"196"
"196"	"Ecoguardas"	""	"Estatal"	"Distrito Federal"	"29/11/2006"	"Zona Sujeta a Conservación Ecológica"	"Zona de Conservación Ecológica"	"Sin dato"	"132.6300"	"132.0240"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan"	"Tlalpan"	"Participación Ambiental"	"1"	"195"	"196"	"50.00000000000"	"0.00152587891"	"197"
"197"	"San Nicolás Totolapan"	""	"Estatal"	"Distrito Federal"	"29/11/2006"	"Reserva Ecológica Comunitaria"	"Reserva Ecológica Comunitaria"	"Sin dato"	"1984.7000"	"1975.3860"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan, Delegación Magdalena Contreras"	"La Magdalena Contreras, Tlalpan"	"Participación Ambiental"	"1"	"196"	"197"	"50.00000000000"	"12.50000000000"	"198"
"198"	"San Miguel Topilejo"	""	"Estatal"	"Distrito Federal"	"26/6/2007"	"Reserva Ecológica Comunitaria"	"Reserva Ecológica Comunitaria"	"Sin dato"	"6000.2900"	"4387.1960"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan"	"Huitzilac, Tlalpan"	"Participación Ambiental"	"1"	"197"	"198"	"50.00000000000"	"25.00000000000"	"199"
"199"	"San Miguel Topilejo"	""	"Estatal"	"Distrito Federal"	"26/6/2007"	"Reserva Ecológica Comunitaria"	"Reserva Ecológica Comunitaria"	"Sin dato"	"6000.2900"	"1594.1670"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Tlalpan"	"Huitzilac, Milpa Alta, Tepoztlán, Tlalpan"	"Participación Ambiental"	"1"	"198"	"199"	"50.00000000000"	"50.00000000000"	"200"
"200"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"50.4190"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Ecatepec de Morelos, Gustavo A. Madero, Tlalnepantla de Baz"	"Participación Ambiental"	"1"	"199"	"200"	"50.00000000000"	"0.00610351563"	"201"
"201"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"337.0900"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Gustavo A. Madero, Tlalnepantla de Baz"	"Participación Ambiental"	"1"	"200"	"201"	"50.00000000000"	"0.78125000000"	"202"
"202"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"3.5720"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Gustavo A. Madero"	"Participación Ambiental"	"1"	"201"	"202"	"50.00000000000"	"50.00000000000"	"203"
"203"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"69.2200"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Gustavo A. Madero, Tlalnepantla de Baz"	"Participación Ambiental"	"1"	"202"	"203"	"50.00000000000"	"12.50000000000"	"204"
"204"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"39.0450"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Gustavo A. Madero, Tlalnepantla de Baz"	"Participación Ambiental"	"1"	"203"	"204"	"50.00000000000"	"12.50000000000"	"205"
"205"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"18.0860"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Gustavo A. Madero"	"Participación Ambiental"	"1"	"204"	"205"	"50.00000000000"	"50.00000000000"	"206"
"206"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"7.7400"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Gustavo A. Madero, Tlalnepantla de Baz"	"Participación Ambiental"	"1"	"205"	"206"	"50.00000000000"	"50.00000000000"	"207"
"207"	"Sierra de Guadalupe"	""	"Estatal"	"Distrito Federal"	"20/8/2002"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"633.6800"	"3.9750"	"0.0000"	"0.0000"	"Sin dato"	"Delegación Gustavo A. Madero"	"Gustavo A. Madero"	"Participación Ambiental"	"1"	"206"	"207"	"50.00000000000"	"50.00000000000"	"208"
